"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Sparks/Materials/M_Smoke_MacroUV_Subtle_Near.M_Smoke_MacroUV_Subtle_Near","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Sparks/Materials/M_Spark_Core_Master.M_Spark_Core_Master","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Sparks/Materials/M_Flare_Master.M_Flare_Master","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Water/Materials/M_SplashFoam_Unlit.M_SplashFoam_Unlit","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Water/Materials/M_SplashFoam.M_SplashFoam","0","0","72","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/SimpleFogSheet/Material/M_Fogsheet_cheap.M_Fogsheet_cheap","0","0","9","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_WaveSplash_01.M_WaveSplash_01","0","0","113","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Effects/Materials/Water/M_ParticleWater_MASTER.M_ParticleWater_MASTER","0","0","84","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Steam/Materials/M_Smoke_MacroUV_Subtle_Emissive_Near.M_Smoke_MacroUV_Subtle_Emissive_Near","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Effects/Materials/Snow/M_Snow_Blowing_Unlit.M_Snow_Blowing_Unlit","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Effects/Materials/Snow/M_Snow_Blowing_Lit.M_Snow_Blowing_Lit","0","0","72","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/GodRay/Materials/M_GodRay.M_GodRay","0","0","9","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Leaves/Materials/M_NewMaterial.M_NewMaterial","0","0","57","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Effects/Materials/Water/M_WaterDrop_SubUV.M_WaterDrop_SubUV","0","0","87","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Effects/Materials/Water/M_MeshEmitWater_MASTER.M_MeshEmitWater_MASTER","0","0","208","2","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Blueprints/Assets/M_Holo_Scanner.M_Holo_Scanner","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Maps/LevelContent/Architecture/M_1Meter_01.M_1Meter_01","0","0","25","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Road02.M_Road02","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Road01.M_Road01","0","0","14","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Path01.M_Path01","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Grass02.M_Grass02","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Textures/T_Grass01_Mat.T_Grass01_Mat","0","0","14","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Grass01.M_Grass01","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Terrain_Blend_Mobile.M_Terrain_Blend_Mobile","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Terrain_Blend.M_Terrain_Blend","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Dirt.M_Dirt","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Cliff02.M_Cliff02","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Terrain/Materials/M_Cliff01.M_Cliff01","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Statues/Materials/M_Plains_Castle_Demon.M_Plains_Castle_Demon","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Statues/Materials/M_Plains_Man_Statue.M_Plains_Man_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Statues/Materials/M_Plains_Angel_Statue.M_Plains_Angel_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Pillars.M_Plains_Pillars","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Pillars03.M_Plains_Pillars03","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Pillars02.M_Plains_Pillars02","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_PLains_FloorStone.M_PLains_FloorStone","0","0","37","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_Cage.M_Plains_Cage","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_Plains_StoneWall.M_Plains_StoneWall","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Ruins/Materials/M_PLains_Castle_WroughtIron.M_PLains_Castle_WroughtIron","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_SmallRock.M_Plains_SmallRock","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_LargeRock.M_Plains_LargeRock","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_GroundBrick.M_Plains_GroundBrick","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_Cliff1.M_Plains_Cliff1","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Organic/Materials/M_Plains_Ocean.M_Plains_Ocean","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Flora/Materials/M_Plains_Tree_Stump01.M_Plains_Tree_Stump01","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Floors/Materials/M_Plains_Floors_Block.M_Plains_Floors_Block","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Floors/Materials/M_Plains_FloorTrims.M_Plains_FloorTrims","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Floors/Materials/M_PLains_Scrap_Bridge.M_PLains_Scrap_Bridge","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/LevelContent/Architecture/M_CycRoom_01.M_CycRoom_01","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Plains/Env_Plains_Background/Materials/M_Env_Plains_Mountain01.M_Env_Plains_Mountain01","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_Cave_Water_JM.M_Cave_Water_JM","0","0","35","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Villa_Plaster_1.M_Villa_Plaster_1","0","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_MeshEmitWater_MASTER_ES2.M_MeshEmitWater_MASTER_ES2","0","0","208","2","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Villa_Pillar_1.M_Villa_Pillar_1","0","0","14","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Tile_Floor_Broken_Tex_A.M_Tile_Floor_Broken_Tex_A","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_smallstream1.M_smallstream1","0","0","33","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Pew.M_Pew","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_HardWood_Floor.M_HardWood_Floor","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Sky/M_Sky.M_Sky","0","0","4","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/m_Flooded_ConcRail1.m_Flooded_ConcRail1","0","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Rocks/M_Stone1.M_Stone1","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_Facade01.M_Decos_Facade01","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Rocks/M_Soul_Rock01.M_Soul_Rock01","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_Door_Frame.M_Decos_Door_Frame","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_Door.M_Decos_Door","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_BSP_Stucco03.M_Decos_BSP_Stucco03","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Decos_BSP_Stucco02.M_Decos_BSP_Stucco02","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeGrassLands/Environments/Misc/Exo_Deco02/Materials/M_Exo_CobWeb01_NoMove.M_Exo_CobWeb01_NoMove","0","0","33","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Rocks/M_Cave_Rock_Out.M_Cave_Rock_Out","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_Cave_Water_JM2.M_Cave_Water_JM2","0","0","35","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_Soul_Waterfall_Foam_Mask.M_Soul_Waterfall_Foam_Mask","0","0","45","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_Soul_Waterfall_Foam02.M_Soul_Waterfall_Foam02","0","0","45","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Water/M_Soul_Waterfall.M_Soul_Waterfall","0","0","35","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/EffectsMobile/Water/Materials/M_RippleFoam.M_RippleFoam","0","0","87","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Bush.M_Soul_Bush","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_TreeDead.M_Soul_TreeDead","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Tree03.M_Soul_Tree03","0","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Plants.M_Soul_Plants","0","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Leaves.M_Soul_Leaves","0","0","88","2","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_TwistedTree.M_Soul_TwistedTree","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Foliage/M_Aspen_Tree_Bark.M_Aspen_Tree_Bark","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Tree001.M_Soul_Tree001","0","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Pine.M_Soul_Pine","0","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Nature/M_Soul_Grass04.M_Soul_Grass04","0","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Foliage/M_Aspen_Tree_Unlit_Blowing.M_Aspen_Tree_Unlit_Blowing","0","0","13","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Foliage/M_Cave_LeafPiles.M_Cave_LeafPiles","0","0","88","2","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Foliage/M_Cave_Grass.M_Cave_Grass","0","0","88","2","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Sky/M_Lensflare01.M_Lensflare01","0","0","27","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Props/M_Soul_GODRAY_MASTER2.M_Soul_GODRAY_MASTER2","0","0","11","1","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Building/M_Slums_Window2.M_Slums_Window2","0","0","46","2","0.000000","0","0"
"/Game/LevelPrototyping/SoulCave/Environment/Materials/Props/M_Soul_Statue_Cloth_WorldPositoin_Mobile.M_Soul_Statue_Cloth_WorldPositoin_Mobile","0","0","90","1","0.000000","0","0"
